,hippieName,entry,geneID
4939,PUR2_HUMAN,P22102,2618;
4940,ZFAN3_HUMAN,Q9H8U3,60685;
4941,AP2B1_HUMAN,P63010,163;
4942,PRI2_HUMAN,P49643,5558;
4943,MOC2A_HUMAN,O96033,4338;
4944,RS15A_HUMAN,P62244,6210;
4945,CEAM6_HUMAN,P40199,4680;
4946,KR109_HUMAN,P60411,386676;386678;
4947,CDK19_HUMAN,Q9BWU1,23097;
4948,NOL3_HUMAN,O60936,8996;
4949,BHMT2_HUMAN,Q9H2M3,23743;
4950,SECR_HUMAN,P09683,6343;
4951,N2DL4_HUMAN,Q8TD07,135250;
4952,BHE40_HUMAN,O14503,8553;
4953,PAHX_HUMAN,O14832,5264;
4954,DSCAM_HUMAN,O60469,1826;
4955,PITX3_HUMAN,O75364,5309;
4956,CIKS_HUMAN,O43734,10758;
4957,WBP4_HUMAN,O75554,11193;
4958,PAP1L_HUMAN,Q4VXU2,
4959,RNS12_HUMAN,Q5GAN4,493901;
4960,COMD8_HUMAN,Q9NX08,54951;
4961,ORNT1_HUMAN,Q9Y619,10166;
4962,NALP2_HUMAN,Q9NX02,55655;
4963,GATA3_HUMAN,P23771,2625;
4964,FABD_HUMAN,Q8IVS2,27349;
4965,B4GT3_HUMAN,O60512,8703;
4966,ENTP4_HUMAN,Q9Y227,9583;
4967,PD1L2_HUMAN,Q9BQ51,80380;
4968,DEN1C_HUMAN,Q8IV53,79958;
4969,SNX17_HUMAN,Q15036,9784;
4970,IFT74_HUMAN,Q96LB3,80173;
4971,BUB1B_HUMAN,O60566,701;
4972,PLDX1_HUMAN,Q8IUK5,57125;
4973,MUL1_HUMAN,Q969V5,79594;
4974,R3HD4_HUMAN,Q96D70,91300;
4975,OSBL3_HUMAN,Q9H4L5,26031;
4976,MSRA_HUMAN,Q9UJ68,4482;
4977,CCL24_HUMAN,O00175,6369;
4978,DCD_HUMAN,P81605,117159;
4979,BORG5_HUMAN,Q00587,11135;
4980,DOPP1_HUMAN,Q86YN1,57171;
4981,AT11B_HUMAN,Q9Y2G3,23200;
4982,TYY1_HUMAN,P25490,7528;
4983,TMM42_HUMAN,Q69YG0,131616;
4984,AR6P1_HUMAN,Q15041,23204;
4985,PANK1_HUMAN,Q8TE04,53354;
4986,DOLK_HUMAN,Q9UPQ8,22845;
4987,K1C17_HUMAN,Q04695,3872;
4988,S35G2_HUMAN,Q8TBE7,80723;
4989,MON2_HUMAN,Q7Z3U7,23041;
4990,SPNXC_HUMAN,Q9NY87,64663;
4991,ASB6_HUMAN,Q9NWX5,140459;
4992,CPSF1_HUMAN,Q10570,29894;
4993,KI3S1_HUMAN,Q14943,3813;
4994,GPR6_HUMAN,P46095,2830;
4995,NEK8_HUMAN,Q86SG6,284086;
4996,CRBA4_HUMAN,P53673,1413;
4997,MCF2L_HUMAN,O15068,23263;
4998,ACHB3_HUMAN,Q05901,1142;
4999,A20A1_HUMAN,Q5TYW2,84210;
5000,TIG3_HUMAN,Q9UL19,5920;
5001,TRBP2_HUMAN,Q15633,6895;
5002,ACAP2_HUMAN,Q15057,23527;
5003,NOTC2_HUMAN,Q04721,4853;
5004,TMM65_HUMAN,Q6PI78,157378;
5005,VEGFC_HUMAN,P49767,7424;
5006,PTH1R_HUMAN,Q03431,5745;
5007,CA031_HUMAN,Q5JTJ3,388753;
5008,K0319_HUMAN,Q5VV43,9856;
5009,ZNF77_HUMAN,Q15935,58492;
5010,VATC2_HUMAN,Q8NEY4,245973;
5011,S14L5_HUMAN,O43304,9717;
5012,CI142_HUMAN,Q9BUH6,286257;
5013,HACD2_HUMAN,Q6Y1H2,201562;
5014,PRR3_HUMAN,P79522,80742;
5015,K1C40_HUMAN,Q6A162,125115;
5016,DNM3A_HUMAN,Q9Y6K1,1788;
5017,HDHD1_HUMAN,Q08623,8226;
5018,MSPD1_HUMAN,Q9UJG1,56180;
5019,NLE1_HUMAN,Q9NVX2,54475;
5020,SNX16_HUMAN,P57768,64089;
5021,VAPA_HUMAN,Q9P0L0,9218;
5022,PPGB_HUMAN,P10619,5476;
5023,FBX18_HUMAN,Q8NFZ0,84893;
5024,FADS2_HUMAN,O95864,9415;
5025,CHSP1_HUMAN,Q9Y2V2,23589;
5026,IRF8_HUMAN,Q02556,3394;
5027,STAC2_HUMAN,Q6ZMT1,342667;
5028,TIDC1_HUMAN,Q9NPL8,51300;
5029,DIC_HUMAN,Q9UBX3,1468;
5030,BAZ1A_HUMAN,Q9NRL2,11177;
5031,CANT1_HUMAN,Q8WVQ1,124583;
5032,PTX3_HUMAN,P26022,5806;
5033,VP37D_HUMAN,Q86XT2,155382;
5034,STML2_HUMAN,Q9UJZ1,30968;
5035,K2C4_HUMAN,P19013,3851;
5036,NALP6_HUMAN,P59044,171389;
5037,REEP1_HUMAN,Q9H902,65055;
5038,DSG3_HUMAN,P32926,1830;
5039,CAD15_HUMAN,P55291,1013;
5040,LRP12_HUMAN,Q9Y561,29967;
5041,CCR7_HUMAN,P32248,1236;
5042,BMF_HUMAN,Q96LC9,90427;
5043,CR001_HUMAN,O15165,753;
5044,H90B2_HUMAN,Q58FF8,
5045,RMXL1_HUMAN,Q96E39,494115;
5046,MCAR2_HUMAN,Q3SY17,147407;
5047,ITBP2_HUMAN,Q9UKP3,26548;
5048,FGOP2_HUMAN,Q9NVK5,26127;
5049,NSMA2_HUMAN,Q9NY59,55512;
5050,MAX_HUMAN,P61244,4149;
5051,NU1M_HUMAN,P03886,4535;
5052,CJ071_HUMAN,Q711Q0,118461;
5053,CAC1E_HUMAN,Q15878,777;
5054,POP1_HUMAN,Q99575,10940;
5055,AKT1_HUMAN,P31749,207;
5056,TAD2A_HUMAN,O75478,6871;
5057,VEGFA_HUMAN,P15692,7422;
5058,GATD1_HUMAN,Q8WUU5,57798;
5059,P2R3A_HUMAN,Q06190,5523;
5060,MTMRE_HUMAN,Q8NCE2,64419;
5061,IKKB_HUMAN,O14920,3551;
5062,ACD10_HUMAN,Q6JQN1,80724;
5063,NBL1_HUMAN,P41271,100532736;4681;
5064,I28RA_HUMAN,Q8IU57,163702;
5065,RSBNL_HUMAN,Q6PCB5,222194;
5066,TBL1X_HUMAN,O60907,6907;
5067,IASPP_HUMAN,Q8WUF5,10848;
5068,ALBU_HUMAN,P02768,213;
5069,NPRL2_HUMAN,Q8WTW4,10641;
5070,CLD15_HUMAN,P56746,24146;
5071,HPT_HUMAN,P00738,3240;
5072,CHKA_HUMAN,P35790,1119;
5073,CP2A7_HUMAN,P20853,1549;
5074,MARH9_HUMAN,Q86YJ5,92979;
5075,ERP44_HUMAN,Q9BS26,23071;
5076,RAP2A_HUMAN,P10114,5911;
5077,CCL27_HUMAN,Q9Y4X3,10850;
5078,ZN143_HUMAN,P52747,7702;
5079,WDR44_HUMAN,Q5JSH3,54521;
5080,AN13B_HUMAN,Q86YJ7,124930;
5081,RIF1_HUMAN,Q5UIP0,55183;
5082,MAST1_HUMAN,Q9Y2H9,22983;
5083,CEP68_HUMAN,Q76N32,23177;
5084,D19P1_HUMAN,Q6NXN4,
5085,HEXI1_HUMAN,O94992,10614;
5086,THOC2_HUMAN,Q8NI27,57187;
5087,TRI68_HUMAN,Q6AZZ1,55128;
5088,CDK14_HUMAN,O94921,5218;
5089,FADS3_HUMAN,Q9Y5Q0,3995;
5090,CCL17_HUMAN,Q92583,6361;
5091,JKAMP_HUMAN,Q9P055,51528;
5092,ZBT7B_HUMAN,O15156,51043;
5093,GLYG2_HUMAN,O15488,8908;
5094,CND1_HUMAN,Q15021,9918;
5095,NT5D3_HUMAN,Q86UY8,51559;
5096,PKHO1_HUMAN,Q53GL0,51177;
5097,RYR1_HUMAN,P21817,6261;
5098,MTR1L_HUMAN,Q13585,9248;
5099,PXDNL_HUMAN,A1KZ92,137902;
5100,IGFL1_HUMAN,Q6UW32,374918;
5101,ARGAL_HUMAN,Q9HCE6,55160;
5102,OR8U8_HUMAN,P0C7N1,
5103,MLL5_HUMAN,Q8IZD2,55904;
5104,AGAP4_HUMAN,Q96P64,119016;
5105,OPCM_HUMAN,Q14982,4978;
5106,NRAP_HUMAN,Q86VF7,4892;
5107,DLG5_HUMAN,Q8TDM6,9231;
5108,ATG9A_HUMAN,Q7Z3C6,79065;
5109,SRSF1_HUMAN,Q07955,6426;
5110,STAG2_HUMAN,Q8N3U4,10735;
5111,SHSA2_HUMAN,Q6UWI4,387914;
5112,STX6_HUMAN,O43752,10228;
5113,HMOX1_HUMAN,P09601,3162;
5114,FEZ1_HUMAN,Q99689,9638;
5115,FGFR1_HUMAN,P11362,2260;
5116,PAK3_HUMAN,O75914,5063;
5117,NMD3B_HUMAN,O60391,116444;
5118,SE1L1_HUMAN,Q9UBV2,6400;
5119,CBPB2_HUMAN,Q96IY4,1361;
5120,UBP24_HUMAN,Q9UPU5,23358;
5121,F75A7_HUMAN,Q8IWB4,26165;
5122,SORC1_HUMAN,Q8WY21,114815;
5123,TICN2_HUMAN,Q92563,9806;
5124,DOCK3_HUMAN,Q8IZD9,1795;
5125,PIM1_HUMAN,P11309,5292;
5126,CLIP3_HUMAN,Q96DZ5,25999;
5127,PCDGG_HUMAN,Q9UN71,8641;
5128,GTPBA_HUMAN,A4D1E9,85865;
5129,ZN556_HUMAN,Q9HAH1,80032;
5130,CE290_HUMAN,O15078,80184;
5131,F111A_HUMAN,Q96PZ2,63901;
5132,RPGF4_HUMAN,Q8WZA2,11069;
5133,TIGD2_HUMAN,Q4W5G0,166815;
5134,DIAC_HUMAN,Q01459,1486;
5135,CD72_HUMAN,P21854,971;
5136,ECT2L_HUMAN,Q008S8,345930;
5137,ZN192_HUMAN,Q15776,7745;
5138,OR1G1_HUMAN,P47890,8390;
5139,GLCI1_HUMAN,Q86VQ1,113263;
5140,DOM3Z_HUMAN,O77932,1797;
5141,MRVI1_HUMAN,Q9Y6F6,10335;
5142,FNDC5_HUMAN,Q8NAU1,252995;
5143,CASA1_HUMAN,P47710,1446;
5144,APC13_HUMAN,Q9BS18,25847;
5145,ZC11A_HUMAN,O75152,9877;
5146,CAMP_HUMAN,P49913,820;
5147,OR5H6_HUMAN,Q8NGV6,79295;
5148,ZN213_HUMAN,O14771,7760;
5149,RT25_HUMAN,P82663,64432;
5150,SPRE_HUMAN,P35270,6697;
5151,HSPB1_HUMAN,P04792,3315;
5152,PTSS2_HUMAN,Q9BVG9,81490;
5153,PCDA6_HUMAN,Q9UN73,56142;
5154,COX7B_HUMAN,P24311,1349;
5155,ACRO_HUMAN,P10323,49;
5156,CK5P2_HUMAN,Q96SN8,55755;
5157,UB2G2_HUMAN,P60604,7327;
5158,PTN18_HUMAN,Q99952,26469;
5159,ZN200_HUMAN,P98182,7752;
5160,TRI13_HUMAN,O60858,10206;
5161,SOX18_HUMAN,P35713,54345;
5162,GDPD3_HUMAN,Q7L5L3,79153;
5163,FOH1B_HUMAN,Q9HBA9,219595;
5164,RAD9A_HUMAN,Q99638,5883;
5165,PA2G3_HUMAN,Q9NZ20,50487;
5166,T183B_HUMAN,Q1AE95,653659;
5167,MAGH1_HUMAN,Q9H213,28986;
5168,PHF10_HUMAN,Q8WUB8,55274;
5169,CP054_HUMAN,Q6UWD8,283897;
5170,GLSL_HUMAN,Q9UI32,27165;
5171,PCSK9_HUMAN,Q8NBP7,255738;
5172,ESIP1_HUMAN,Q96J88,94240;
5173,CP4X1_HUMAN,Q8N118,260293;
5174,FCRL3_HUMAN,Q96P31,115352;
5175,SOX6_HUMAN,P35712,55553;
5176,RBM3_HUMAN,P98179,5935;
5177,CF127_HUMAN,A2RUU4,340204;
5178,CTL5_HUMAN,Q8NCS7,204962;
5179,GHSR_HUMAN,Q92847,2693;
5180,KLF17_HUMAN,Q5JT82,128209;
5181,CCD87_HUMAN,Q9NVE4,55231;
5182,EAA3_HUMAN,P43005,6505;
5183,SNP23_HUMAN,O00161,8773;
5184,K1614_HUMAN,Q5VZ46,57710;
5185,R113A_HUMAN,O15541,7737;
5186,TWST1_HUMAN,Q15672,7291;
5187,IPMK_HUMAN,Q8NFU5,253430;
5188,ZDH24_HUMAN,Q6UX98,254359;
5189,CTBP2_HUMAN,P56545,1488;
5190,IL2RG_HUMAN,P31785,3561;
5191,SERPH_HUMAN,P50454,871;
5192,TCPR1_HUMAN,Q7Z6L1,25851;
5193,TM182_HUMAN,Q6ZP80,130827;
5194,GIT2_HUMAN,Q14161,9815;
5195,SMRP1_HUMAN,Q8NCR6,84688;
5196,MCHR1_HUMAN,Q99705,2847;
5197,FANCE_HUMAN,Q9HB96,2178;
5198,VANG2_HUMAN,Q9ULK5,57216;
5199,GRWD1_HUMAN,Q9BQ67,83743;
5200,KCNH1_HUMAN,O95259,3756;
5201,COX16_HUMAN,Q9P0S2,51241;
5202,TMPSD_HUMAN,Q9BYE2,84000;
5203,CLD17_HUMAN,P56750,26285;
5204,GP142_HUMAN,Q7Z601,350383;
5205,TCTP_HUMAN,P13693,7178;
5206,HABP4_HUMAN,Q5JVS0,22927;
5207,CONA1_HUMAN,Q86Y22,91522;
5208,GPX1_HUMAN,P07203,2876;
5209,CCD96_HUMAN,Q2M329,257236;
5210,SMR3A_HUMAN,Q99954,26952;
5211,UBP47_HUMAN,Q96K76,55031;
5212,TS101_HUMAN,Q99816,7251;
5213,ANF_HUMAN,P01160,4878;
5214,LCN15_HUMAN,Q6UWW0,389812;
5215,PEX1_HUMAN,O43933,5189;
5216,CCNO_HUMAN,P22674,10309;
5217,DEND_HUMAN,O94850,23109;
5218,PCCB_HUMAN,P05166,5096;
5219,LY6H_HUMAN,O94772,4062;
5220,BKRB2_HUMAN,P30411,624;
5221,GDF8_HUMAN,O14793,2660;
5222,RCD1_HUMAN,Q92600,9125;
5223,TSYL6_HUMAN,Q8N831,388951;
5224,GBRA6_HUMAN,Q16445,2559;
5225,PRDM8_HUMAN,Q9NQV8,56978;
5226,EMC4_HUMAN,Q5J8M3,51234;
5227,KLRD1_HUMAN,Q13241,3824;
5228,RBM33_HUMAN,Q96EV2,155435;
5229,MX2_HUMAN,P20592,4600;
5230,RN139_HUMAN,Q8WU17,11236;
5231,RS21_HUMAN,P63220,6227;
5232,SAA4_HUMAN,P35542,6291;
5233,FRM4A_HUMAN,Q9P2Q2,55691;
5234,G3ST2_HUMAN,Q9H3Q3,64090;
5235,MOT7_HUMAN,O15403,9120;
5236,K1211_HUMAN,Q6ZU35,57482;
5237,PHTF2_HUMAN,Q8N3S3,57157;
5238,GNAI3_HUMAN,P08754,2773;
5239,SCEL_HUMAN,O95171,8796;
5240,UBP19_HUMAN,O94966,10869;
5241,BMP5_HUMAN,P22003,653;
5242,SALL3_HUMAN,Q9BXA9,27164;
5243,LIPB1_HUMAN,Q86W92,8496;
5244,TRI69_HUMAN,Q86WT6,140691;
5245,ICAL_HUMAN,P20810,831;
5246,NALDL_HUMAN,Q9UQQ1,10004;
5247,OAZ2_HUMAN,O95190,4947;
5248,ALG1_HUMAN,Q9BT22,56052;
5249,ZN320_HUMAN,A2RRD8,162967;
5250,RPAB4_HUMAN,P53803,5440;
5251,GPAA1_HUMAN,O43292,8733;
5252,2ABA_HUMAN,P63151,5520;
5253,ITA11_HUMAN,Q9UKX5,22801;
5254,CAH14_HUMAN,Q9ULX7,23632;
5255,TMM60_HUMAN,Q9H2L4,85025;
5256,ZN625_HUMAN,Q96I27,90589;
5257,MPP2_HUMAN,Q14168,4355;
5258,FOXO3_HUMAN,O43524,2309;
5259,CO4A4_HUMAN,P53420,1286;
5260,NDRG2_HUMAN,Q9UN36,57447;
5261,IBP5_HUMAN,P24593,3488;
5262,ADA32_HUMAN,Q8TC27,203102;
5263,UBE2B_HUMAN,P63146,7320;
5264,NFX1_HUMAN,Q12986,4799;
5265,ARRC_HUMAN,P36575,407;
5266,MIPT3_HUMAN,Q8TDR0,26146;
5267,SUV92_HUMAN,Q9H5I1,79723;
5268,ARGI1_HUMAN,P05089,383;
5269,UBC12_HUMAN,P61081,9040;
5270,ADT3_HUMAN,P12236,293;
5271,CHSS2_HUMAN,Q8IZ52,79586;
5272,LITD1_HUMAN,Q5T7N2,54596;
5273,F119B_HUMAN,Q96AZ1,25895;
5274,B4GT5_HUMAN,O43286,9334;
5275,IKZF4_HUMAN,Q9H2S9,64375;
5276,PYR1_HUMAN,P27708,790;
5277,DDX27_HUMAN,Q96GQ7,55661;
5278,AHNK_HUMAN,Q09666,79026;
5279,PP2BC_HUMAN,P48454,5533;
5280,GSTCD_HUMAN,Q8NEC7,79807;
5281,GCP4_HUMAN,Q9UGJ1,27229;
5282,ROS1_HUMAN,P08922,6098;
5283,HELLS_HUMAN,Q9NRZ9,3070;
5284,F16P2_HUMAN,O00757,8789;
5285,LOXL4_HUMAN,Q96JB6,84171;
5286,MA7D1_HUMAN,Q3KQU3,55700;
5287,MYCL2_HUMAN,P12525,
5288,CD44_HUMAN,P16070,960;
5289,PPR3C_HUMAN,Q9UQK1,5507;
5290,HSPB8_HUMAN,Q9UJY1,26353;
5291,PNISR_HUMAN,Q8TF01,25957;
5292,SLAI2_HUMAN,Q9P270,57606;
5293,F166A_HUMAN,Q6J272,401565;
5294,ZCHC8_HUMAN,Q6NZY4,55596;
5295,PENK_HUMAN,P01210,5179;
5296,S22A2_HUMAN,O15244,6582;
5297,ARMC4_HUMAN,Q5T2S8,55130;
5298,SYTL3_HUMAN,Q4VX76,94120;
5299,ASTL_HUMAN,Q6HA08,431705;
5300,LYN_HUMAN,P07948,4067;
5301,RGS20_HUMAN,O76081,8601;
5302,PRP4_HUMAN,O43172,9128;
5303,PKHO2_HUMAN,Q8TD55,80301;
5304,SUMO1_HUMAN,P63165,7341;
5305,CP1B1_HUMAN,Q16678,1545;
5306,PPIP1_HUMAN,O43586,9051;
5307,GRM1C_HUMAN,Q8IYS0,54762;
5308,PTTG_HUMAN,P53801,754;
5309,MORN4_HUMAN,Q8NDC4,118812;
5310,FA69A_HUMAN,Q5T7M9,388650;
5311,CLN6_HUMAN,Q9NWW5,54982;
5312,PGM1_HUMAN,P36871,5236;
5313,HYPK_HUMAN,Q9NX55,25764;
5314,IRGQ_HUMAN,Q8WZA9,126298;
5315,FRG2_HUMAN,Q64ET8,448831;
5316,SIN1_HUMAN,Q9BPZ7,79109;
5317,PPM1E_HUMAN,Q8WY54,22843;
5318,ST1B1_HUMAN,O43704,27284;
5319,LPHN3_HUMAN,Q9HAR2,23284;
5320,CN119_HUMAN,Q9NWQ9,55017;
5321,ROCK1_HUMAN,Q13464,6093;
5322,IL4_HUMAN,P05112,3565;
5323,KLF10_HUMAN,Q13118,7071;
5324,SIX1_HUMAN,Q15475,6495;
5325,CP065_HUMAN,Q8IXQ8,255762;
5326,BAP18_HUMAN,Q8IXM2,124944;
5327,CGNL1_HUMAN,Q0VF96,84952;
5328,TMM52_HUMAN,Q8NDY8,339456;
5329,EGLN1_HUMAN,Q9GZT9,54583;
5330,ACBD6_HUMAN,Q9BR61,84320;
5331,HHIP_HUMAN,Q96QV1,64399;
5332,SSBP4_HUMAN,Q9BWG4,170463;
5333,NSD2_HUMAN,O96028,7468;
5334,CI117_HUMAN,Q5JU67,286207;
5335,KCNK1_HUMAN,O00180,3775;
5336,MFTC_HUMAN,Q9H2D1,81034;
5337,MOAP1_HUMAN,Q96BY2,64112;
5338,NDUF3_HUMAN,Q9BU61,25915;
5339,PANK4_HUMAN,Q9NVE7,55229;
5340,CD8B_HUMAN,P10966,926;
5341,CD70_HUMAN,P32970,970;
5342,MUS81_HUMAN,Q96NY9,80198;
5343,ACD11_HUMAN,Q709F0,84129;
5344,TTP_HUMAN,P26651,7538;
5345,KCNKA_HUMAN,P57789,54207;
5346,RPB4_HUMAN,O15514,5433;
5347,CKLF3_HUMAN,Q96MX0,123920;
5348,ARI2_HUMAN,O95376,10425;
5349,RAB43_HUMAN,Q86YS6,339122;
5350,ABCA3_HUMAN,Q99758,21;
5351,SYTL5_HUMAN,Q8TDW5,94122;
5352,DVL1_HUMAN,O14640,1855;
5353,UBR1_HUMAN,Q8IWV7,197131;
5354,NADC_HUMAN,Q15274,23475;
5355,H2B1K_HUMAN,O60814,85236;
5356,DRG2_HUMAN,P55039,1819;
5357,ZEP1_HUMAN,P15822,3096;
5358,NDUA5_HUMAN,Q16718,4698;
5359,MO4L2_HUMAN,Q15014,9643;
5360,NAV2_HUMAN,Q8IVL1,89797;
5361,FGL1_HUMAN,Q08830,2267;
5362,NR2E3_HUMAN,Q9Y5X4,10002;
5363,LRC33_HUMAN,Q86YC3,375387;
5364,CING_HUMAN,Q9P2M7,57530;
5365,PSD10_HUMAN,O75832,5716;
5366,5HT2C_HUMAN,P28335,3358;
5367,IN80D_HUMAN,Q53TQ3,54891;
5368,CCD75_HUMAN,Q8N954,253635;
5369,GOGA3_HUMAN,Q08378,2802;
5370,LZTS2_HUMAN,Q9BRK4,84445;
5371,PNMT_HUMAN,P11086,5409;
5372,PKHM2_HUMAN,Q8IWE5,23207;
5373,BASP1_HUMAN,P80723,10409;
5374,GLP3L_HUMAN,Q9H4A5,55204;
5375,PIPSL_HUMAN,A2A3N6,
5376,GREM2_HUMAN,Q9H772,64388;
5377,LGR4_HUMAN,Q9BXB1,55366;
5378,ZN788_HUMAN,Q6ZQV5,388507;
5379,DDX54_HUMAN,Q8TDD1,79039;
5380,CLCC1_HUMAN,Q96S66,23155;
5381,SFXN1_HUMAN,Q9H9B4,94081;
5382,MPZL1_HUMAN,O95297,9019;
5383,MTMR7_HUMAN,Q9Y216,9108;
5384,RBBP7_HUMAN,Q16576,5931;
5385,IFNG_HUMAN,P01579,3458;
5386,MEPE_HUMAN,Q9NQ76,56955;
5387,CA2D3_HUMAN,Q8IZS8,55799;
5388,SYHC_HUMAN,P12081,3035;
5389,ZN431_HUMAN,Q8TF32,170959;
5390,CL17A_HUMAN,Q6ZS10,388512;
5391,PCH2_HUMAN,Q15645,9319;
5392,PPR35_HUMAN,Q8TAP8,221908;
5393,RASF2_HUMAN,P50749,9770;
5394,PGDH_HUMAN,P15428,3248;
5395,FCRL2_HUMAN,Q96LA5,79368;
5396,TFDP2_HUMAN,Q14188,7029;
5397,RF1M_HUMAN,O75570,9617;
5398,PSMD5_HUMAN,Q16401,5711;
5399,DBR1_HUMAN,Q9UK59,51163;
5400,VATE1_HUMAN,P36543,529;
5401,WFKN1_HUMAN,Q96NZ8,117166;
5402,LPPL_HUMAN,Q05315,1178;
5403,SMC1A_HUMAN,Q14683,8243;
5404,INADL_HUMAN,Q8NI35,
5405,6PGL_HUMAN,O95336,25796;
5406,MBTP2_HUMAN,O43462,51360;
5407,FR1L5_HUMAN,A0AVI2,90342;
5408,AP1S2_HUMAN,P56377,8905;
5409,PLK3_HUMAN,Q9H4B4,1263;
5410,MAGE1_HUMAN,Q9HCI5,57692;
5411,MMP8_HUMAN,P22894,4317;
5412,DSCL1_HUMAN,Q8TD84,57453;
5413,TM107_HUMAN,Q6UX40,84314;
5414,MRP_HUMAN,P49006,65108;
5415,ARRD3_HUMAN,Q96B67,57561;
5416,KLH26_HUMAN,Q53HC5,55295;
5417,THOC3_HUMAN,Q96J01,84321;
5418,AIP_HUMAN,O00170,9049;
5419,IPP2_HUMAN,P41236,5504;
5420,GPM6A_HUMAN,P51674,2823;
5421,NDUS8_HUMAN,O00217,4728;
5422,ZN562_HUMAN,Q6V9R5,54811;
5423,TM218_HUMAN,A2RU14,219854;
5424,PHYIP_HUMAN,Q92561,9796;
5425,DNAI1_HUMAN,Q9UI46,27019;
5426,TPPP3_HUMAN,Q9BW30,51673;
5427,STK10_HUMAN,O94804,6793;
5428,F118A_HUMAN,Q9NWS6,55007;
5429,ECE1_HUMAN,P42892,1889;
5430,SIA7B_HUMAN,Q9UJ37,10610;
5431,PDCL3_HUMAN,Q9H2J4,79031;
5432,KALM_HUMAN,P23352,3730;
5433,NCTR2_HUMAN,O95944,9436;
5434,GBRB3_HUMAN,P28472,2562;
5435,SPC25_HUMAN,Q9HBM1,57405;
5436,SPA24_HUMAN,Q86W54,202051;
5437,EBPL_HUMAN,Q9BY08,84650;
5438,PGFRB_HUMAN,P09619,5159;
5439,PTAFR_HUMAN,P25105,5724;
5440,CASR_HUMAN,P41180,846;
5441,JADE2_HUMAN,Q9NQC1,23338;
5442,RM24_HUMAN,Q96A35,79590;
5443,HNRDL_HUMAN,O14979,9987;
5444,PADI3_HUMAN,Q9ULW8,51702;
5445,VKORL_HUMAN,Q8N0U8,154807;
5446,PCDGH_HUMAN,Q9Y5G0,56101;
5447,ZN219_HUMAN,Q9P2Y4,51222;
5448,B3AT_HUMAN,P02730,6521;
5449,PSA_HUMAN,P55786,9520;
5450,P4HA1_HUMAN,P13674,5033;
5451,MYLK3_HUMAN,Q32MK0,91807;
5452,TCP4_HUMAN,P53999,10923;
5453,TLR9_HUMAN,Q9NR96,54106;
5454,SCN9A_HUMAN,Q15858,6335;
5455,HNF6_HUMAN,Q9UBC0,3175;
5456,RORG_HUMAN,P51449,6097;
5457,PO3F1_HUMAN,Q03052,5453;
5458,SPB6_HUMAN,P35237,5269;
5459,HES4_HUMAN,Q9HCC6,57801;
5460,KLH31_HUMAN,Q9H511,401265;
5461,K220L_HUMAN,A8MRT5,100132247;
5462,HNF1A_HUMAN,P20823,6927;
5463,MYO5B_HUMAN,Q9ULV0,4645;
5464,PPR17_HUMAN,O96001,10842;
5465,CPNE6_HUMAN,O95741,9362;
5466,TPTE2_HUMAN,Q6XPS3,93492;
5467,PTPRD_HUMAN,P23468,5789;
5468,ZKSC1_HUMAN,P17029,7586;
5469,SNX29_HUMAN,Q8TEQ0,92017;
5470,OVGP1_HUMAN,Q12889,5016;
5471,MK15_HUMAN,Q8TD08,225689;
5472,VSIG4_HUMAN,Q9Y279,11326;
5473,ERCC6_HUMAN,Q03468,2074;
5474,CH082_HUMAN,Q6P1X6,414919;
5475,RMXL3_HUMAN,Q8N7X1,139804;
5476,TSN11_HUMAN,A1L157,441631;
5477,VPREB_HUMAN,P12018,7441;
5478,UBL4B_HUMAN,Q8N7F7,164153;
5479,RT07_HUMAN,Q9Y2R9,51081;
5480,PDE4B_HUMAN,Q07343,5142;
5481,NICN1_HUMAN,Q9BSH3,84276;
5482,EVX1_HUMAN,P49640,2128;
5483,ATX2L_HUMAN,Q8WWM7,11273;
5484,RNF12_HUMAN,Q9NVW2,51132;
5485,AMELX_HUMAN,Q99217,265;
5486,DECR_HUMAN,Q16698,1666;
5487,PDK1L_HUMAN,Q8N165,149420;
5488,SQSTM_HUMAN,Q13501,8878;
5489,CBWD3_HUMAN,Q5JTY5,220869;445571;
5490,H2A3_HUMAN,Q7L7L0,92815;
5491,AEN_HUMAN,Q8WTP8,64782;
5492,DAAF1_HUMAN,Q8NEP3,123872;
5493,VTM2B_HUMAN,A6NLU5,342865;
5494,GRP3_HUMAN,Q8IV61,25780;
5495,PPT2_HUMAN,Q9UMR5,9374;
5496,AF9_HUMAN,P42568,4300;
5497,OPA1_HUMAN,O60313,4976;
5498,IER5_HUMAN,Q5VY09,51278;
5499,ISK1_HUMAN,P00995,6690;
5500,CXB1_HUMAN,P08034,2705;
5501,CP071_HUMAN,Q8IYS4,146562;
5502,F132B_HUMAN,Q4G0M1,151176;
5503,PKHA1_HUMAN,Q9HB21,59338;
5504,RAB1C_HUMAN,Q92928,
5505,MAD4_HUMAN,Q14582,10608;
5506,RHG33_HUMAN,O14559,115703;
5507,IKIP_HUMAN,Q70UQ0,121457;
5508,MOGT3_HUMAN,Q86VF5,346606;
5509,SMBT1_HUMAN,Q9UHJ3,51460;
5510,SHC4_HUMAN,Q6S5L8,399694;
5511,TX101_HUMAN,Q9BY14,83639;
5512,ANS1A_HUMAN,Q92625,23294;
5513,LR16C_HUMAN,Q6F5E8,146206;
5514,ZMYM4_HUMAN,Q5VZL5,9202;
